id,caption,image_id,label
b9b3d64e-337d-45db-b01c-22e5cb3df4bc,A baseball player swinging a bat over home plate.,115006,1
b27127f4-553c-4a69-8874-fdad330b344b,A small and cluttered bathroom is decorated in shades of brown and white.,342299,1
7e18c176-f508-4621-9c9e-5a072300d96b,Cars are traveling down a busy street through a green light.,357003,1
a537b5b3-5126-4e5f-861f-6069a0381413,A person surfs a wave on top of a surfboard. ,483705,1
1f245aac-77a4-4117-ba42-e1af4af5c53d,Two ultimate Frisbee players jumping to contest a Frisbee.,168334,1
c8f07abe-56ef-49b5-95c8-65c08f785180,Woman posing for picture in mirror with decorative wall,555942,0
17770067-4373-4e48-8f2d-39dc0ce2a1ff,A baseball player up at bat with the catcher behind him.,174594,1
6389c88f-029a-4730-b34b-95fc411eede5,"View of kitchen, stainless steel stove and refrigerator.",231905,1
9514469e-c654-4f25-ba0f-257efe75b0e3,Ocean view through a dirt road surrounded by a forested area. ,2644,0
2b023022-6bbd-469c-ac07-a4b7a3db0ae8,Table display of different sized and colored vases,322174,1
be711857-825c-431f-9c0a-0c60f2024216, a man playing with a wii mote ,199256,0
db8a2267-db78-479e-994b-8cab98201666,"View of kitchen, stainless steel stove and refrigerator.",93535,1
8a5142b7-651f-4d7c-b236-fdc294505536,Very old picture of woman riding a bicycle and man walking,459166,0
b6425e94-9185-4997-a070-0502a0fa9537,A lighted city side walk at night with street signs.,448697,0
fca75f5f-2018-4512-a9f6-8e545fbe0cd4,Two young men are playing Frisbee on a field.,154020,1
1b32fca7-75d4-4020-b0e6-038ab37d2afa,A dog leaps for a frisbee at a dog show.,513703,1
adac77e1-3aca-4bb8-b464-2b4d11ee99ec,A group of zebra standing in a grass field.,26665,1
b0652a61-7c64-49a1-804d-16b5ce54c43d,A baseball player currently in mid swing during a game.,477451,1
a47739c2-954a-4722-8bfb-f846b9f52d67,Empty park benches on grass near the water.,44780,1
4832523b-f636-47f0-960b-c87d785c7530,A flower vase is sitting on the glass table near the window. ,331096,0
b1aa4b99-3f1c-4d46-a480-7f35890f0d11,"A sitting area with a television, in a hotel room.",216944,0
68b3bbc5-38a2-4ecc-8d49-0e8853826186,A white Apple mouse next to a white keyboard.,540912,1
0a3e447f-7f03-49d8-81ae-3705f091c24d,Black and white cat on cream sofa in pink room.,202252,0
cf459ebe-e8f0-4e88-bb0e-617e2ffa6c9e,A lap top computer sits on a rustic wooden table.,323268,1
8a1b06ea-9c64-4088-b02a-1d11f9ed462e,A group of surfers walk in the water with their surf boards,177775,0
0556f66b-ec50-46cc-9dc5-aa8d7ff1accd,A kitchen with a wooden floor and white cabinets.,388398,0
d10c3f97-7411-4c1b-87ab-185a41441427,A picture of four computer and tablet devices.,297907,0
a00c0ffa-2071-4c49-98d8-5b5f54d59a3a,A baseball player in position to strike a ball.,476198,1
229d75d5-44c0-4213-9d37-5bb121b7c0c7,computer desk with various  papers  and a computer,134532,0
816996d2-9a04-4ddf-a9cd-54607e640c4b,A phone displaying a game sits in front of a box of donuts.,540965,0
2ffea1e2-5da3-4c5e-b630-667d6d9d1a7b,Woman flying a kite on a sunny beach.,569203,0
4b1feaed-0971-4ddd-8d64-54715d2e562c,There is a toilet and a bath tub that us in the room,281017,1
6e35d38b-46dc-4891-a70b-627b83290595,Oranges and apples are displayed on a sales table.,79172,1
6792b707-7c97-4f99-a5c6-7418ac2a1250,a picture of big ben and a subway sign,205656,0
5ef1fc23-2077-495b-9838-f4e795f48043,The green and purple umbrellas are upside down in the water next to the canoes.,148002,0
58f61be6-f11b-4583-8164-f656a4a4a44d,A man is playing tennis on a tennis court.,406368,0
5d659314-1bcc-4467-9a8f-a2d19568d28b,A woman in an office holding up a doughnut.,94893,0
b8299e94-3c46-4aa6-8092-a499f0cc6247,a couch with pillows and a glass table,1856,0
6971dcdb-2c22-40ca-b0e4-197f97918a5e,Panda climbing up a tree to his wooden bed in zoo.,300895,0
ca834979-7574-456f-b62a-1fc2d77fed6f,a close up of a person flying a kite in the air,147000,1
8c32106d-0cbc-4bcf-ac0c-059f1011babf,A team mascot that represents a lightning bolt with boxing gloves.,159704,0
96704c5c-b65b-4002-b166-1396972d242d,A shirtless man looks at his silver flip phone.,574392,0
ab38bd55-713f-46c2-9af1-d8c7a6203b5f,A plate of food is positioned in clear site of bottled wine.,56032,1
0f1386a3-356c-4916-9b0c-713316e2c6bf,Fruits and vegetables sitting in a bowl on a counter top.,26041,1
8dc55101-8a44-47a3-bb7c-b28274579785,A photo of a bunch of wedding cakes on a table.,312524,1
719949b2-b21d-4e6e-b0a7-b6f35f6828d1,Zebras are walking around in a field of grass.,125686,0
b17749c7-4962-4f7c-aa53-2d39f929dd74,An ornate antique bed is scene in a museum display.,525660,0
ec008afb-c321-46f7-b215-5b948dc08e1d,A herd of elephants walking along a river near a forest.,203867,0
f31d29b2-eeab-469b-9e98-7ee49e6fc2b7,Baked pizza on pan being cut in home kitchen setting.,517101,1
3f6e3bd4-45c2-45bd-9660-c6a05961a0e9,A collection of stuffed animals is sitting behind a glass window.,129285,0
6df439af-285d-47fd-8244-284be67164de,A red fire hydrant in a cartoon street area.,16980,0
5dbd0678-c79e-42e6-b5c8-e58e8e4ae3f0,The trunk of a car is filled with many suitcases.,515309,0
9f836700-8fbc-45e1-a552-44aad229f3c2,Two giraffes in an area of tall grasses and trees.,452341,1
919207c4-369e-4531-88e7-83fe5d8ff1ce,A man doing tricks on his skateboard while others wait and watch.,515224,1
4d3c2897-a369-490a-a820-73bdeaccb5aa,A small bird is perched on a branch in a tree.,505827,0
e4717b80-a902-4c15-b725-d780ec52dafa,"A dinner plate containing mashed potato, meat and carrots",135577,0
c47e89b0-0bef-4502-99ae-93eebad4b565,"Woman sitting on straw and stroking a pony in a pink hat, and another pony is laying in the straw.",358293,0
18e898e1-8ae8-4422-bc3c-78cb2c66eb87,Buses and cars at an intersection in a city,263826,1
538da284-f947-43b5-916e-a3510d28ff6b,A female tennis player lunges forward to return the tennis ball.,471558,1
fc7f034f-f22d-454b-b368-c222d0f45b87,A woman tennis player prepares to hit the ball.,184463,1
73472311-78be-49e6-a760-5cfee064be0b,A blue motorcycle parked next to a van with a painting on it's side.,349322,0
834d9ac5-774d-47e6-baba-2e186f056c23,Two women on a tennis court with tennis rackets.,146675,1
38e08deb-efa4-43cd-aed1-4b05e8230be9,"If you need a toilet, there are a couple on the curb.",227220,0
6010127e-c915-42bc-86ba-4f02807196d8,A person is surfing on the surf board.,381667,1
407ce2bd-027a-4389-84fb-bd1c3eebfcad,A team of small children play baseball behind a chain link fence.,396670,0
1a54d99c-7934-43d7-b122-368f6c72d62c,A group of people standing on a snow covered ski slope.,354736,1
faea8877-a2b4-4af2-a12f-27937ff96817,A tall clock tower is beside a shorter building.,177339,1
4f8d3d72-2699-4bc2-8c41-b6849d696454,a number of plates of food on a table near a wine glass,5376,0
6a89ca66-03fb-4450-a359-d9fefb91b051,A woman having fun riding on a skateboard,513072,1
95b2a370-3c66-4d70-96ac-228fce870217,A China Southern Airlines Boeing 787 Dreamliner on approach.,353982,0
56ffc8ed-ed16-41cc-85d4-46f683530764,A picture of a young man doing stunts on a skateboard. ,51982,1
704565ca-3837-4e6e-a071-84e99fe1f4cf,"Living room with couches, christmas tree, and furnishings",185834,1
1517bdd0-6d00-46b9-a2a8-087d72567786,a brown bear standing and leaning on a tree,45882,0
89fb3363-cd7d-48f7-8b14-2db67b9cca6f,A woman talking on a cell phone with a smile.,527711,1
378b2e4d-1ded-4b8b-8fdb-42ce716d0cd6,The Joseph William a blue boat grounded on the sand.,74499,1
c5a5f82a-4b95-48e3-8491-f308dd5eb16f,Bench near water area such as a lake.,542327,1
ecedf97c-d3c4-43d1-a6bb-851fe8fb4dfa,A baseball player swinging a bat on a field.,357089,1
edfb3fd4-6b8c-416e-8d74-c414ad133e91,A police motorcyclist in motion on the road.,138585,0
3b632212-9007-4e71-92e7-ec6f793b3936,A tennis player reaching with his tennis racket at the ball.,49893,1
e63999a6-5ed4-478e-923d-c2d49856719e,a person riding a skate board on a ledge,339703,1
482d3d45-7e52-4e43-b9cd-dc1d3e6a1402,A large group of birds sitting on metal pipes in the water.,303439,1
0491e83c-0ff3-4650-b748-dbb3d407d2b0,Player swinging at ball with catcher holding glove out,229893,0
654f82d6-4d60-473b-87cc-1b9c1dbd4745,a few men in suits are standing outside together,418462,0
d3e3f6f0-de3d-4b39-85a9-fed147f0afa2,A cat laying on top of a blue piece of luggage.,203472,0
c87be412-d63d-413d-9791-bd5a39c7b5d4,An airplane sitting on the tarmac at an airport ,118195,1
eca7cc83-a42d-49ea-afee-28bc4a78ab67,A man rides on a skateboard at night time. ,480160,1
6a96753d-1edc-4794-be36-4a6726b608f0,A broken blue umbrella lying on the street.,26159,0
5dfd1454-101f-44d6-99da-0c946b6eee41,A male tennis player dressed in white striking a ball.,362226,1
b65f4524-58d7-4671-a0cb-b31a5a6f263b,"A dual monitor station also hosts a cup of coffee, water, and a thin keyboard with a mouse.",25549,0
b7c4152d-6bce-4f1f-a5b4-82d7232fe7c7,The thin pizza is topped with various ingredients.,376916,0
71ed3218-8afb-4758-8ae7-aabbe17b8c8d,Two zebras standing next to each other in dried grass,285291,0
a030159d-0af2-467f-819a-7ae2953374ab,Skiers are racing in a cross country competition. ,52729,1
76a6df7a-0645-41b1-9c51-ad620618d8b5,A red fire hydrant on an urban street.,117792,1
5ef50cfa-1f54-40d3-b371-000af2f2682c,a wooden table with silverware glasses and some food,178152,1
6fe2afe3-d950-45b1-8f74-a15917fd013e,"A busy street with cars, people and signage.",38558,1
89b4ca99-b7d4-4d41-9f2e-b1b015657124,A yellow train is parked at the station.,13528,1
8c4a47ee-0a49-489b-9b2c-c18188a6f611,A group of men in white and red during a baseball game.,444692,0
0e7912af-9058-4d51-bb54-3d2ebb8290b5,A small black dog watching an animal on a TV screen.,325986,0
3eb5b7a0-32bd-4453-8acc-7803fc32e05b,A window view of a small car near a street stop sign.,315813,0
69adfeb1-737d-40b8-8218-38dd691e9e3d,This is an overhead view of an elegant living room.,287934,1
b8bbea91-3d99-4412-b41a-1a014f5346dd,Several young men playing frisbee on a field.,178620,1
1a13dc0f-5ebd-48f0-996f-45da74140404,Two children are sitting on an elephant by water.,181885,0
b58ed731-96ba-40c9-8ad1-e1b9ad93f4e3,Fans gather outside a sporting event to support their team.,404759,0
99287b9e-f025-4c5a-a985-d462af1bb776,A single broccoli floret in a larger garden.,267260,0
de434806-220f-480c-baf7-5d24687488dc,Sheep grazing in a green field with trees. ,266207,1
993e11e9-46a9-4017-bb20-f675a7477710,A man holding a dog with a frisbee in its mouth.,355778,1
7c969b51-8835-4b72-aecd-563322d1cb7a,"During a baseball game, a batter prepares to swing.",554943,1
18d8ecf6-68ed-4c47-8674-e1882f3fc068,The pickup truck is vintage but it does need restoration.,402674,0
49d65d39-18ed-4eee-836b-c4b5f756711f,Several glass vases sitting on a shelf near a window.,246124,0
e91ce085-28c6-4789-8121-ec69730cd244,a tennis player is sitting on a bench with rackets,92799,0
e6156d95-0733-4963-b519-53c4309e0c77,Two boys in uniforms running towards a soccer ball. ,102451,1
d1cafcab-e42b-4226-9077-257284db9e50,A police officer patrolling on a motorcycle driving down the street.,411028,0
8952365e-c664-4293-bbf4-d9143ec02854,A white toilet sitting next to a large window.,450458,0
88a1514d-2673-498f-83e6-698774b52e8c,A blue and black tour bus sits parked at a curb.,261273,0
53bcc5fc-cbdb-4999-9fe6-750520fe2c74,A group of police motorcycles lined up in a row.  ,375361,0
7bd5ad5f-03c6-492c-a2ff-b3a45bfe83d7,A red train with a yellow front is on the tracks.,9904,0
51e99cd9-da72-4d90-8de3-6de09768695f,"A large cemetery with a sign that reads ""Avenue DuBoulevard, 61 DIVISION"".",108313,0
b14661e3-1cf5-477e-9f6b-a0df31d55327,A man is jumping in the air on a skateboard.,4138,1
fc36a12d-a423-4ec4-a7a2-6b2c3bf4f1e0,Lone skier leaving tracks in large snow covered field.,354220,0
0bb9f6c7-a972-4582-bb6b-17651b131e7e,A lone zebra standing next to a tree in front of a fence,429357,0
a9788a27-f10c-48cd-8fb1-600775e16239,A street scene with people walking and a man on a moped.,447231,0
28abf7d1-1eed-4248-bbcd-5ef4621edc72,A large brown brick clock tower with a clock on every side.,291983,1
95e0be91-66fa-4e28-8896-39c3af533013,a big clock sitting inside of a glass window ,459631,1
309723bc-1b4c-4a54-97ef-7f2055627998,A plane is parked along an airport terminal. ,267521,1
9e897d3c-62b6-4761-bf55-56ad4af7678b,Sheep grazing in a green field with trees. ,381037,0
b7114b4d-16b7-4892-9b93-21e4c158dd11,A view of a kitchen and dining area is shown.,227843,1
49de5192-4282-4c57-9f87-fb3c824627f2,Large grey truck on display at auto show.,213596,0
44801498-71cb-4da8-a87e-10cf223f0089,Locomotive pulling rail cars in area with multiple tracks.,536168,1
d64fb22a-cb7e-4c75-8882-83135488526e,a cat is sticking its head inside of a toilet,285421,1
69e7d638-e6a8-4bbb-bc09-d14c18549a52,Two people flying a kite on the beach.,103520,0
c91f935d-257b-4371-8804-fc49270cbf02,"A living area with chairs, sofa and a television.",278265,0
ee532be5-7a38-4333-b640-32202b86fa05,A man riding on a surfboard in what looks like the rapids of a river.,291592,0
ba87668f-9936-48ef-8d89-11a3d07f4acf,Flowers and several varieties of vegetables sit on the counter.,285352,0
6de88f42-464b-4fb8-b6e8-8fd3dfe3478c,A laptop sitting on a computer desk in a home office.,69314,0
34f698ff-a660-41ed-b726-622281bf18ca,The tall clock tower is built into the corner edge of the building.,503822,0
89da711f-2b1e-4ccf-81c7-95092daab558,A man pedals a stationary bike indoors as a group of people look on.,308549,0
8a54c4b0-7428-4bf7-96de-07494ebfc39c,Men and women playing a video game in a living room together.,350313,1
42a4f09c-032b-4221-811f-7ab13562a1cf,A black and white cat next to an orange purse.,362275,0
2c60e7b7-8244-4df8-a1c1-f68989d7335c,A stop sign along a road is vandalized with graffiti.,14320,1
3a475b9b-74dd-4039-b0d5-62235555ed40,A table containing a variety of food items.,445200,1
e68e2c09-e05c-4d1b-b6cb-934db31acf38,A knife that is next to a orange in a bowl.,465092,0
f97416e4-786f-4492-ac0d-36b48e9b4942,A person snow boarding under power lines with a forest in the background.,373249,0
4217d00a-f06b-4109-9dd7-03478beb076b,A floor urinal next to a stall with a toilet.,39027,1
4b32c595-b3ab-4e23-bf59-5aec26243783,"A bathroom with a mirror above the sink, a towel rack and toilet.",479663,1
5e8aefa3-d455-4234-ad5c-ab3ffdedd9f8,A red fire hydrant on the side of the street.,539675,1
bb667e49-0431-408e-88e6-93be97633239,Colorado Rockies' pitcher about to release ball from mound.,178031,0
c23a7166-e077-4bf2-8689-1514889962c3,Two chefs preparing meals in the restaurant kitchen.,203214,0
9920f78e-7be9-4a0b-a56e-e88012d14779,several brown and white cows relax in a pasture,89738,0
e879f725-90b4-4fb1-911f-6ecd7d7a3f98,two zebras walking  next to each other across a field ,532819,1
1d939e57-7b03-44c6-ab72-6347069d38ac,A white bus with red lettering is seen driving on the street,191850,0
6464de8e-f1af-49ff-8243-4de45c957364,A cat sitting on top of a carry-on bag.,76956,0
63f0f7bf-7c24-4e74-bb5f-af2e8a59a5aa,A bunch of fishing boats that are tied to the dock.,540943,1
a836aaf3-4f33-4f3e-93c1-07661d8f8907,A stop light is in the foreground of a city photo.,50552,1
a68ad6e0-3773-4d8d-ba43-782a7de6a58a,A group of men on skis in a race.,402451,0
b79898d9-eedb-4cf8-a22b-f58f30879851,A mp3 player and cell phone on a laptop.,111817,0
5497085a-15db-4613-85cb-fdc0a422b396,The piece of pie is layered and contains chocolate.,349047,0
7f408987-0a04-4347-8a70-ac258b200a1b,A soccer team is praying on the field.,315467,0
74f4c850-a4b5-4a81-9629-0c63f76f7e86,The back of a car on a street side with a purple umbrella lying beside it.,195042,0
d1bdbb49-4105-4453-bc09-69eca7feee12,A cat perched on a toilet seat looking down at the floor,76885,0
a79f46a4-e628-4fad-809c-e734f7bbcea1,"a plate full of turkey, vegetables, cranberry sauce, and stuffing",152808,1
55d58f43-cd0a-43a9-9514-27920da15983,A bus and car are stopped at an intersection.,218455,1
715d94bd-01f4-45c3-b3eb-8a56e4cb4ee4,Several oranges rest in a bowl and on a table.,441449,1
7396c594-e76d-4fe8-991b-8ddc343df362,Three little girls are standing against a wall with a tennis racquet.  ,21310,1
143a222c-4470-4bc8-a6a2-1764239baa5e,Porcelain toilet outside on a brick pathway and orange buidling,390161,0
5f92ef7e-92b9-4f6c-ae77-c9f2209144b5,Two elephants stand by a water fixture in an enclosure.,330284,1
588c507c-6c04-49f3-bd86-16ac9a632ebe,A white jet airliner flying in a blue sky.,175118,0
6a42beb4-97aa-4e4a-82e6-bdc9554f2026,People on the beach getting ready to parasail,241886,1
a0ec48a0-23a7-4f88-8be7-98765c5d6f52,Food with green sauce on paper plate with cake,150821,0
3f0eef57-1793-46ba-be49-7d4b3cc352f9,"A scenic view of water and Big Ben in London, England.",136154,1
c1cf9236-2a90-41d0-bd9a-443f4d517710,A red car is parked along a city sidewalk.,424392,0
855c7c12-c17e-408a-905f-ab878562a9c1,A leaning traffic signal is seen on a snowy day.,26818,0
fa92b1ac-aa81-4869-acce-34bb6bc7eced,A view of a dirty restroom toilet through a wooden door.,332757,1
d455e9d8-dd72-4fb4-9100-22e3ede2567d,Man playing tennis on a court in front of a crowd.,147610,0
365bc1d6-5141-4fb1-8695-d5b03c0bb791,A zebra stands between several small trees in tall grass.,22482,0
d7fedb0d-b46a-4130-a66a-2404f30fd4a3,Livestock walking near side of marked road in urban setting.,195800,1
40f3b9ef-34e7-4616-9545-eb87371722b8,A person walking a dog stops to look at a table of books.,384332,0
054e397d-5de9-4ac9-bff4-dc5a2856b159,A man riding on a surfboard in what looks like the rapids of a river.,62230,0
43bcd943-946f-4014-947c-0c41bac3a37d,A man on a skateboard about to land a trick.,390692,1
7afeafc3-ba24-4d49-b798-eb68851a09b7,"An adult elephant stands next to a small, baby elephant.",230014,1
259300db-c84c-4d9b-b454-699d8cda7f76,Skateboarder with different color socks holding up his board. ,100607,0
